hotel_names,rating,coordinates,description,links,town
Les Charmettes,8.6,"-1.99601143598557,48.6590213922279","Installé sur le front de mer dans la ville bretonne de Saint-Malo, l'hôtel Les Charmettes bénéficie d'un accès direct à la plage. ",www.booking.com/hotel/fr/les-charmettes.fr.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdC1tYWxvSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCnKCdigbAAgHSAiRiNTI4MWEzMS03MmFmLTQ0YTMtYWZhMC01OGU1Yjk4ODMwYmTYAgXgAgE&sid=042e171a037c620189f63287cc743cfe&dest_id=-1466824&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063517&srpvid=bb28694e31e80220&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,St-Malo
Hôtel Cartier,7.5,"-2.02483177185059,48.6500132486203","Situé au sein des murs fortifiés de Saint-Malo, l'Hôtel Cartier vous accueille à seulement 280 mètres du port de plaisance ainsi qu'à 500 mètres de la plage et de la Manche. ",www.booking.com/hotel/fr/cartier.fr.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdC1tYWxvSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCnKCdigbAAgHSAiRiNTI4MWEzMS03MmFmLTQ0YTMtYWZhMC01OGU1Yjk4ODMwYmTYAgXgAgE&sid=042e171a037c620189f63287cc743cfe&dest_id=-1466824&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063517&srpvid=bb28694e31e80220&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,St-Malo
Les Chiens du Guet,7.5,"-2.028651,48.647932","L'établissement Les Chiens du Guet est situé au cœur de Saint-Malo, à seulement 50 mètres de la plage et à 550 mètres du port de plaisance. ",www.booking.com/hotel/fr/les-chiens-du-guet.fr.html?label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdC1tYWxvSA1YBGipAYgBAZgBDbgBGMgBBdgBAegBAfgBA4gCAagCBLgCnKCdigbAAgHSAiRiNTI4MWEzMS03MmFmLTQ0YTMtYWZhMC01OGU1Yjk4ODMwYmTYAgXgAgE&sid=042e171a037c620189f63287cc743cfe&dest_id=-1466824&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063517&srpvid=bb28694e31e80220&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,St-Malo
ibis budget Bayeux,8.2,"-0.646487474441528,49.2542420864123","L’ibis budget Bayeux vous accueille entre Caen et Cherbourg, à proximité de la sortie 36 de la route N13 et à seulement 13 km des plages du débarquement. ",www.booking.com/hotel/fr/etap-bayeux.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Novotel Bayeux,7.8,"-0.718488693237305,49.2817692223903","Le Novotel Bayeux est situé entre Caen et Cherbourg, en Normandie. Il est à 1 km seulement de la célèbre Tapisserie de Bayeux et du centre historique de la ville. ",www.booking.com/hotel/fr/novotel.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Château de Bellefontaine,8.2,"-0.688839554786682,49.2697402411469","À 800 mètres du centre de Bayeux et de sa cathédrale, l'établissement Château de Bellefontaine est un manoir du XVIIIe siècle proposant des chambres et un restaurant traditionnel ouvert pour le dîner...",www.booking.com/hotel/fr/chateau-de-bellefontaine.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Grand Hôtel du Luxembourg et La Table du Luxembourg,7.9,"-0.703296661376953,49.2784219113555","Idéalement situé dans le centre de Bayeux, près du musée de la Tapisserie de Bayeux, l'Grand Hôtel du Luxembourg et La Table du Luxembourg occupe une demeure de caractère datant du XVIIe siècle et...",www.booking.com/hotel/fr/hotelduluxembourg.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Hôtel De Brunville et La Table du Luxembourg,7.7,"-0.703513920307159,49.2781576863302","Situé à seulement 400 mètres de la cathédrale de Bayeux, l'Hôtel De Brunville et La Table du Luxembourg propose un restaurant doté d'une cour avec jardin, au cœur de la ville médiévale. ",www.booking.com/hotel/fr/hoteldebrunville.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Château Saint Gilles,9.7,"-0.712469,49.249366","Situé à Bayeux, à 4 km du musée Baron Gérard, le Château Saint Gilles propose des hébergements, un restaurant, un parking privé gratuit, un bar et un salon commun. ",www.booking.com/hotel/fr/chateau-saint-gilles.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Churchill Hotel Bayeux Centre,8.3,"-0.700571537017822,49.27660730435","Situé dans une rue piétonne en plein cœur du centre historique, le Churchill Hotel Bayeux Centre se trouve à seulement 400 mètres du Musée de la tapisserie de Bayeux. ",www.booking.com/hotel/fr/churchill-bayeux.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Hotel Reine Mathilde,8.8,"-0.701724886894226,49.276031585766","L'hôtel Reine Mathilde se situe dans le quartier médiéval de Bayeux, à seulement 300 mètres du musée de la Tapisserie. ",www.booking.com/hotel/fr/reine-mathilde-bayeux.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Domaine de Bayeux,9.4,"-0.698510100000021,49.2723256",Le Domaine de Bayeux occupe une maison du XVIIIe siècle avec un parc arboré dans le centre de Bayeux. ,www.booking.com/hotel/fr/domaine-de-bayeux.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Le Castel Guesthouse,8.7,"-0.703226923942566,49.2736831443021","La maison d'hôtes Le Castel Guesthouse est située au cœur de la ville médiévale de Bayeux, à mi-chemin entre la gare, la cathédrale et le musée de la Tapisserie. ",www.booking.com/hotel/fr/le-castel-noble-guesthouse.fr.html?label=gen173nr-1FCAQoggJCDXNlYXJjaF9iYXlldXhIDVgEaKkBiAEBmAENuAEYyAEF2AEB6AEB-AEDiAIBqAIEuAKdoJ2KBsACAdICJGU5ZjZjNzEzLWM3NmYtNDAwMS1hNDM3LTJkNDc0YmMyMTRlY9gCBeACAQ&sid=e758384dd04a7f59c0aa4e24ee031d2b&dest_id=-1410836&dest_type=city&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063518&srpvid=1762694e1508006d&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Bayeux
Holiday Inn Express - Le Havre Centre,8.3,"0.128837,49.498238","L'établissement Holiday Inn Express Holiday Inn Express - Le Havre Centre Centre est situé au Havre, à 1,4 km de l’église Saint-Michel. ",www.booking.com/hotel/fr/campanile-le-havre-centre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Nomad Hotel le Havre,8.6,"0.125306883397684,49.4933176045611","Le Nomad Hotel Le Havre propose des chambres climatisées, dotées d'une connexion Wi-Fi gratuite et décorées dans un style moderne. ",www.booking.com/hotel/fr/nomad-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Eklo Hotels Le Havre,6.5,"0.1163261363846,49.5198637050259","L’Eklo Hotels Le Havre est un établissement de style moderne situé au Havre. Il possède une réception ouverte 24h/24, une cuisine commune et une salle à manger. ",www.booking.com/hotel/fr/eklo-hotels-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Un petit COCON,6.6,"0.1411818,49.5008906","Located in Le Havre, Un petit COCON provides accommodation with a flat-screen TV. All units include a fully equipped kitchen, allowing guests to prepare their own meals. ",www.booking.com/hotel/fr/un-petit-cocon-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Hôtel Les Gens De Mer Le Havre by Popinns,7.4,"0.10338306427002,49.4899182990494","Les Gens de Mer est situé en plein cœur du Havre, en face du marché central couvert et à proximité du Bassin de Commerce. Une connexion Wi-Fi est disponible gratuitement dans les parties communes. ",www.booking.com/hotel/fr/les-gens-de-mer-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=5&hpos=5&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Le Richelieu,7.6,"0.107602179050446,49.4888110458131","Le Citotel Le Richelieu est situé entre la mairie et la cathédrale, au cœur du Havre, à seulement 10 minutes à pied de la plage et à 24 km d'Honfleur. ",www.booking.com/hotel/fr/le-richelieu-le-havre.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=6&hpos=6&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Mercure Le Havre Centre Bassin Du Commerce,7.7,"0.116812884807587,49.4903364526865","Le Mercure Le Havre Centre Bassin Du Commerce se trouve dans le centre-ville du Havre, en face du Bassin du Commerce et à proximité du port ferry. ",www.booking.com/hotel/fr/mercure-bassin-du-commerce.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=7&hpos=7&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Le Petit Vatel,8.1,"0.104517638683319,49.4911169965858","Le Petit Vatel se situe dans l'espace Perret, à 500 mètres de la mairie du Havre et à 1 km de la gare ainsi que de l'embarcadère des ferries. La connexion Wi-Fi est gratuite. ",www.booking.com/hotel/fr/petitvatel.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=8&hpos=8&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Oscar Hôtel,7.8,"0.107108652591705,49.4898102754459","L'Oscar Hôtel est situé dans le quartier Perret du Havre, qui appartient au patrimoine mondial de l'UNESCO. ",www.booking.com/hotel/fr/celtic.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=9&hpos=9&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
Best Western ARThotel,8.2,"0.106460899114609,49.4911936564761","Le Best Western Art Hotel est situé au cœur du quartier de Perret, au Havre, à seulement 10 minutes de marche de la plage. ",www.booking.com/hotel/fr/art.fr.html?label=gen173nr-1FCAQoggJCD3NlYXJjaF9sZS1oYXZyZUgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4Ap-gnYoGwAIB0gIkNjA0MWFkZDYtMzdjMi00Nzk1LThiNmMtYTEzYmZjMTlmNGEx2AIF4AIB&sid=21fce205484a0c661b48fcde3aa1f3b9&dest_id=-1441598&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=10&hpos=10&no_rooms=1&sr_order=popularity&srepoch=1632063519&srpvid=4abd694f332a0287&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Le-Havre
"Radisson Blu Hotel, Rouen Centre",8.9,"1.09412,49.446441","Situé à Rouen, le Radisson Blu Hotel, Rouen Centre dispose d'un restaurant servant des plats locaux de haute qualité, d'une salle de sport, d'un bar et d'un salon commun. ",www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqCgnYoGwAIB0gIkOGQwYWFiZWItYjAyYy00ODE0LWIzNmQtODRlNDhiZjk3OTE42AIF4AIB&sid=d8ff517181874c611badc6dd8d8ed2f5&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&sr_order=popularity&srepoch=1632063521&srpvid=67c469501bf3004a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Mercure Rouen Centre Cathédrale,8.3,"1.0951754450798,49.4411728465654","Le Mercure Rouen Centre Cathédrale propose des chambres climatisées dotées d'une télévision par satellite, d'une connexion Wi-Fi gratuite et d'une salle de bains privative dans le centre de Rouen, à...",www.booking.com/hotel/fr/mercure-rouen-centre.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqCgnYoGwAIB0gIkOGQwYWFiZWItYjAyYy00ODE0LWIzNmQtODRlNDhiZjk3OTE42AIF4AIB&sid=d8ff517181874c611badc6dd8d8ed2f5&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=2&hpos=2&no_rooms=1&sr_order=popularity&srepoch=1632063521&srpvid=67c469501bf3004a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
Best Western Plus Hotel Litteraire Gustave Flaubert,8.6,"1.08660310506821,49.4430642307644","Situé dans le centre historique de Rouen, à 3 km du Kindarena, le Best Western Plus Hotel Litteraire Gustave Flaubert propose des hébergements à la décoration inspirée par l’œuvre littéraire de...",www.booking.com/hotel/fr/hotelduvieuxmarche.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqCgnYoGwAIB0gIkOGQwYWFiZWItYjAyYy00ODE0LWIzNmQtODRlNDhiZjk3OTE42AIF4AIB&sid=d8ff517181874c611badc6dd8d8ed2f5&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=3&hpos=3&no_rooms=1&sr_order=popularity&srepoch=1632063521&srpvid=67c469501bf3004a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
"Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel",8.5,"1.072398,49.429988","Situé à Rouen, à 3,1 km de la cathédrale Notre-Dame, l'Holiday Inn Express - Rouen Centre - Rive Gauche, an IHG Hotel propose un restaurant, un parking privé, un bar et un salon commun. ",www.booking.com/hotel/fr/holiday-inn-express-rouen-centre-rive-gauche.fr.html?label=gen173nr-1FCAQoggJCDHNlYXJjaF9yb3VlbkgNWARoqQGIAQGYAQ24ARjIAQXYAQHoAQH4AQOIAgGoAgS4AqCgnYoGwAIB0gIkOGQwYWFiZWItYjAyYy00ODE0LWIzNmQtODRlNDhiZjk3OTE42AIF4AIB&sid=d8ff517181874c611badc6dd8d8ed2f5&dest_id=-1462807&dest_type=city&group_adults=2&group_children=0&hapos=4&hpos=4&no_rooms=1&sr_order=popularity&srepoch=1632063521&srpvid=67c469501bf3004a&ucfs=1&from=searchresults;highlight_room=#hotelTmpl,Rouen
